ReadableTitle,Title,Author,Narrator,Series,Genres,Description
The Edge,TheEdge,DavidBaldacci,ZacharyWebber ErinCottrell WillCollyer ErinBennett TiffanySmith,TravisDevine,Crime Mystery Thriller,The 6:20 Man is back dropped by his handlers into a small coastal town in Maine to solve the murder of a CIA agent who knew America’s dirtiest secrets—can Travis Devine uncover the truth before his time runs out? When CIA operative Jenny Silkwell is murdered in rural Maine government officials have immediate concerns over national security. Her laptop and phone were full of state secrets that in the wrong hands endanger the lives of countless operatives. In need of someone who can solve the murder quickly and retrieve the missing information the U.S. government knows just the chameleon they can call on. Ex-Army Ranger Travis Devine spent his time in the military preparing to take on any scenario followed by his short-lived business career chasing shadows in the deepest halls of power so his analytical mind makes him particularly well-suited for complex high-stakes tasks. Taking down the world’s largest financial conspiracy proved his value and in comparison this case looks straightforward. Except small towns hold secrets and Devine finds himself an outsider again. Devine must ingratiate himself with locals who have trusted each other their whole lives and who distrust outsiders just as much. Dak Jenny’s brother who’s working to revitalize the town. Earl the retired lobsterman who found Jenny’s body. And Alex Jenny’s sister with a dark past of her own. As Devine gets to know the residents of Putnam Maine answers seem to appear and then transform into more questions. There’s a long history of secrets and those who will stop at nothing to keep them from being exposed. Leaving Devine with no idea who he can trust... and who wants him dead.
To Die For,ToDieFor,DavidBaldacci,MelaLee CassandraMorris ChristineLakin ErinBennett KiffVandenheuvel RenaMarieVillano WillCollyer ZachVilla,TravisDevine,Thriller Mistery Crime,The bodyguard becomes the hunted in To Die For the electrifying third Travis Devine thriller from international no. 1 bestselling author David Baldacci following The Edge and the runaway no. 1 bestseller The 6:20 Man.* * * * *Some secrets are too dangerous to keep . . .TWO SUSPICIOUS DEATHSWhen Dwayne and Alice Odom are killed the police report states clearly that it was a drug overdose. So why is their daughter who was there when they died claiming that’s not the truth?ONE YOUNG SURVIVOR Betsy Odom doesn’t trust the police but when she finds herself in the FBI’s custody after her parents’ deaths she knows she has to be careful. Her uncle wants to adopt her and as he is a very rich and powerful man she wants to let him. His criminal connections however mean the authorities aren’t so sure.ONE MAN ON THE RUNEnter Travis Devine. Trying to escape a skilled predator who wants him dead Devine finds himself as Betsy’s bodyguard. But when an informant is found murdered Devine knows this job is perhaps even more dangerous than the one he’s running from . . . and the true enemy may be on his side.*The 6.20 Man the first instalment in the Travis Devine series was an instant New York Times bestseller w/c 31/07/2024* * * * *KILLER TWISTS. HEROES TO BELIEVE IN. TRUST BALDACCI.'One of the world's thriller masters' – Daily Mail'Baldacci is still peerless' – Sunday Times'One of the all-time best thriller authors' – Lisa Gardner'Baldacci delivers every time!' – Lisa Scottoline'A master storyteller' – Associated Press'Baldacci cuts everyone's grass – Grisham's Ludlum's even Patricia Cornwell's – and more than gets away with it' – People
The Death of WCW,TheDeathofWCW,R.D.Reynolds BryanAlvarez,BryanAlvarez,,Autobiography,What went wrong with WCW?  In 1997 World Championship Wrestling was on top. It was the number-one pro wrestling company in the world and the highest-rated show on cable television. Each week fans tuned in to Monday Nitro flocked to sold-out arenas and carried home truckloads of WCW merchandise. Sting Bill Goldberg and the New World Order were household names. Superstars like Dennis Rodman and KISS jumped on the WCW bandwagon. It seemed the company could do no wrong.  But by 2001 however everything had bottomed out. The company - having lost a whopping 95% of its audience - was sold for next to nothing to Vince McMahon and World Wrestling Entertainment. WCW was laid to rest.  How could the company lose its audience so quickly? Who was responsible for shows so horrible that fans fled in horror? What the hell happened to cause the death of one of the largest wrestling companies in the world? The Death of World Championship Wrestling is the first book to take listeners through a detailed dissection of WCW's downfall. 
A Court of Thorns and Roses (Graphic Audio),ACourtofThornsandRoses GraphicAudio,SarahJ.Maas,GraphicAudio,ACourtofThornsandRoses GraphicAudio,Action&Adventure Romance Fantasy,#1 BESTSELLING GLOBAL PHENOMENON  From #1 New York Times bestselling author Sarah J. Maas comes a seductive breathtaking book that blends romance adventure and faerie lore into an unforgettable audiobook.  When nineteen-year-old huntress Feyre kills a wolf in the woods a terrifying creature arrives to demand retribution. Dragged to a treacherous magical land she knows about only from legends Feyre discovers that her captor is not truly a beast but one of the lethal immortal faeries who once ruled her world.  At least he’s not a beast all the time.  As she adapts to her new home her feelings for the faerie Tamlin transform from icy hostility into a fiery passion that burns through every lie she’s been told about the beautiful dangerous world of the Fae. But something is not right in the faerie lands. An ancient wicked shadow is growing and Feyre must find a way to stop it or doom Tamlin—and his world—forever.
A Court of Mist and Fury,ACourtofMistandFury,SarahJ.Maas,GraphicAudio,ACourtofThornsandRoses GraphicAudio,Romance Fantasy Action&Adventure,Masterful storytelling from #1 bestselling global phenomenon Sarah J. Maas brings her sexy action-packed series to new heights.   Feyre has undergone more trials than one human woman can carry in her heart.   Though she’s now been granted the powers and lifespan of the High Fae she is haunted by her time Under the Mountain and the terrible deeds she performed to save the lives of Tamlin and his people.  As her marriage to Tamlin approaches Feyre’s hollowness and nightmares consume her. She finds herself split into two different people: one who upholds her bargain with Rhysand High Lord of the feared Night Court and one who lives out her life in the Spring Court with Tamlin.  While Feyre navigates a dark web of politics passion and dazzling power a greater evil looms. She might just be the key to stopping it but only if she can harness her harrowing gifts heal her fractured soul and decide how she wishes to shape her future—and the future of a world in turmoil.
A Court of Wings and Ruin,ACourtofWingsandRuin,SarahJ.Maas,AmandaLeighCobb,ACourtofThornsandRoses GraphicAudio,Action&Adventure Fantasy Romance,The epic series from #1 bestselling global phenomenon author Sarah J. Maas continues with a stunning story of love war and revenge.  Feyre has returned to the Spring Court determined to gather information on Tamlin’s actions and learn what she can about the invading king threatening to bring her land to its knees. But to do so she must play a deadly game of deceit.   One slip could bring doom not only for Feyre but for everything—and everyone she holds dear.   As war bears down upon them all Feyre endeavors to take her place as one of the High Fae of the land balancing her struggle to master her powers—both magical and political—and her love for her court and family. Amidst these struggles Feyre and Rhysand must  decide whom to trust among the cunning and lethal High Lords and hunt for allies in unexpected places.  In this thrilling third book in the Court of Thorns and Roses series the fate of Feyre’s world is at stake as armies grapple for power over the one thing that could destroy it.
A Court of Silver Flames,ACourtofSilverFlames,SarahJ.Maas,GraphicAudio,ACourtofThornsandRoses GraphicAudio,Romance Fantasy Action&Adventure,Sarah J. Maas' sexy richly imagined series continues with the journey of Feyre's fiery sister Nesta. Nesta Archeron has always been prickly-proud swift to anger and slow to forgive. And ever since being forced into the Cauldron and becoming High Fae against her will she's struggled to find a place for herself within the strange deadly world she inhabits. Worse she can't seem to move past the horrors of the war with Hybern and all she lost in it.  The one person who ignites her temper more than any other is Cassian the battle-scarred warrior whose position in Rhysand and Feyre's Night Court keeps him constantly in Nesta's orbit. But her temper isn't the only thing Cassian ignites. The fire between them is undeniable and only burns hotter as they are forced into close quarters with each other. Meanwhile the treacherous human queens who returned to the Continent during the last war have forged a dangerous new alliance threatening the fragile peace that has settled over the realms. And the key to halting them might very well rely on Cassian and Nesta facing their haunting pasts. Against the sweeping backdrop of a world seared by war and plagued with uncertainty Nesta and Cassian battle monsters from within and without as they search for acceptance - and healing - in each other's arms. 
A Court of Frost and Starlight,ACourtofFrostandStarlight,SarahJ.Maas,GraphicAudio,ACourtofThornsandRoses GraphicAudio,Action&Adventure Fantasy Romance,A new original novella in the A Court of Thorns and Roses series that picks up several months after the events of A Court of Wings and Ruin. Months after the explosive events in A Court of Wings and Ruin Feyre Rhys and their companions are still busy rebuilding the Night Court and the vastly-changed world beyond. But Winter Solstice is finally near and with it a hard-earned reprieve. Yet even the festive atmosphere can't keep the shadows of the past from looming. As Feyre navigates her first Winter Solstice as High Lady she finds that those dearest to her have more wounds than she anticipated - scars that will have far-reaching impact on the future of their Court.
Tress of the Emerald Sea: A Cosmere Novel (Graphic Audio),TressoftheEmeraldSea:ACosmereNovel GraphicAudio,BrandonSanderson,GraphicAudio,,Action&Adventure Fantasy,"From #1 New York Times bestselling author Brandon Sanderson comes a rollicking riveting tale set in the Cosmere universe a standalone adventure perfect for fans of “The Princess Bride.”

The only life Tress has known on her island home in an emerald-green ocean has been a simple one with the simple pleasures of collecting cups brought by sailors from faraway lands and listening to stories told by her friend Charlie. But when his father takes him on a voyage to find a bride and disaster strikes Tress must stow away on a ship and seek the Sorceress of the deadly Midnight Sea. Amid the spore oceans where pirates abound can Tress leave her simple life behind and make her own place sailing a sea where a single drop of water can mean instant death?

Adapted from the novel and produced with a full cast of actors immersive sound effects and cinematic music!"
The Three-Body Problem,TheThree-BodyProblem,CixinLiu KenLiu,RosalindChao,TheRemembranceofEarth'sPast,Drama Aliens ScienceFiction,Soon to be a Netflix Original Series! “War of the Worlds for the 21st century.”–Wall Street Journal The Three-Body Problem is the first chance for English-speaking audiences to experience the Hugo Award-winning phenomenon from China's most beloved science fiction author Liu Cixin. Set against the backdrop of China's Cultural Revolution a secret military project sends signals into space to establish contact with aliens. An alien civilization on the brink of destruction captures the signal and plans to invade Earth. Meanwhile on Earth different camps start forming planning to either welcome the superior beings and help them take over a world seen as corrupt or to fight against the invasion. The result is a science fiction masterpiece of enormous scope and vision. The Three-Body Problem Series The Three-Body Problem The Dark Forest Death's End Other Books Ball Lightning Supernova Era To Hold Up the Sky A Macmillan Audio production from Tor Books.
The Dark Forest,TheDarkForest,CixinLiu KenLiu,BrunoRoubicek,TheRemembranceofEarth'sPast,Aliens ScienceFiction,Imagine the universe as a forest patrolled by numberless and nameless predators. In this forest stealth is survival – any civilisation that reveals its location is prey. Earth has. Now the predators are coming. Crossing light years the Trisolarians will reach Earth in four centuries' time. But the sophons their extra-dimensional agents and saboteurs are already here. Only the individual human mind remains immune to their influence.
Death's End,Death'sEnd,CixinLiu KenLiu,BrunoRoubicek,TheRemembranceofEarth'sPast,Aliens ScienceFiction Epic,Half a century after the Doomsday Battle the uneasy balance of Dark Forest Deterrence keeps the Trisolaran invaders at bay.  Earth enjoys unprecedented prosperity due to the infusion of Trisolaran knowledge and with human science advancing and the Trisolarans adopting Earth culture it seems that the two civilizations can coexist peacefully as equals without the terrible threat of mutually assured annihilation. But peace has made humanity complacent.  Cheng Xin an aerospace engineer from the 21st century awakens from hibernation in this new age. She brings knowledge of a long-forgotten program dating from the start of the Trisolar Crisis and her presence may upset the delicate balance between two worlds. Will humanity reach for the stars or die in its cradle?
Winter Solstice,WinterSolstice,Pirateaba,AndreaParsneau,TheWanderingInn,LitRPG SliceofLife Fantasy,Pirateaba returns bringing you the thrilling fourth instalment of chart-topping LitRPG series The Wandering Inn.  It’s still winter but everyone’s on the move. Rags the goblin is heading north seeking allies against the Goblin Lord.  And Erin is going home...or trying to at least. She’s determined to bring back cheer to The Wandering Inn - as well as Christmas! But the coldest time of the year leads to strange encounters with a number of people.  At the same time Ryoka Griffin is far from what she would consider to be “home”. Deep in the north in the city of Invrisil she finds herself as the guest of Magnolia Reinhart. She must carefully negotiate the good graces of the Deadly Flower of the North. Like Erin her success depends on friendships made by meetings of coincidence.  Includes the story of Wistram Days when Ceria and Pisces first meet in the Academy of Mages Wistram.
The Last Light,TheLastLight,Pirateaba,AndreaParsneau,TheWanderingInn,Fantasy LitRPG SliceofLife,Pirateaba returns once again bringing you the thrilling fifth installment of chart-topping LitRPG series The Wandering Inn.  Kings awake and emperors build new lands. Change is coming to the world from the King of Destruction moving to a certain doctor finding more friends from home. The Wandering Inn has a princess who solves problems rather than creates them and her name is Lyonette. Yet what happens when the innkeeper returns to manage her inn? Lyonette must learn to be a good employee rather than manage everything herself and sharing power is never easy... Nor is it ever simple in war but that is where Geneva Scala remains. In bloodier and increasingly brutal battlefields The Last Light of Baleros is now growing in fame but there is no future there. She is desperate working against hostile forces who see her intervention as dangerous and still bears the wounds of her previous war to save lives. But she is no longer alone. 
The Wandering Inn - 2nd Edition,TheWanderingInn-2ndEdition,Pirateaba,AndreaParsneau,TheWanderingInn,SliceofLife LitRPG Fantasy,An inn is a place to rest a place to talk and share stories a place to find adventure or a starting ground for quests and legends. It is in this world at least. To Erin Solstice an inn seems like a medieval relic from the past. But here she is running from Goblins and trying to survive in a world full of monsters and magic. She'd be more excited about all of this if everything wasn't trying to kill her. But an inn is what she's found and so that's what she becomes; an innkeeper who serves drinks to heroes and monsters. Actually mostly monsters. But it's a living right? PLEASE NOTE: When you purchase this title the accompanying PDF will be available in your Audible Library along with the audio.
The General of Izril,TheGeneralofIzril,Pirateaba,AndreaParsneau,TheWanderingInn,SliceofLife LitRPG Fantasy,Clowns Goblins and Erin Solstice. Not all in the same place mind you.  Erin Solstice trusts a lot of people—even some lost Redfangs survivors of Esthelm—but can she handle being friends with Goblins when every hand is turned against them and the tribes are on the rampage?  Liscor is in the path of Goblin Lord's inexorable march north and the fates of Rags Garen Redfang and Tremborag's Goblin tribes are all tied to an impending war. Who will survive? Tom the [Clown] is facing Demons in Rhir while Zel Shivertail is facing Wall Lord Ilvriss and an uncertain future. Faced with the knowledge of the Necromancer's return who can the two Drakes turn to? Contains bonus content an exclusive account of the 2nd Antinium War by famed [Writer] Krsysl Wordsmith.
Rains of Liscor,RainsofLiscor,Pirateaba,AndreaParsneau,TheWanderingInn,Fantasy LitRPG SliceofLife,Pirateaba returns once again bringing you the thrilling seventh installment of chart-topping LitRPG series The Wandering Inn. It's raining in Liscor. The spring rains have come and Liscor's entire geography changes with the dawning of the new year. The Floodplains of Liscor live up to their name and the only way anyone is going to travel is by boat. With the rains come more monsters dungeon delving more goblins...not to mention some unwanted attention for the Wandering Inn. Erin Solstice is going further abroad than she's ever dreamed: as far as the Walled City of Pallass the City of Invention. With the magic door drawing the attention of world powers and the looming crisis of the Goblin Lord Erin Solstice's inn is busier than ever.
Blood of Liscor,BloodofLiscor,Pirateaba,AndreaParsneau,TheWanderingInn,SliceofLife LitRPG Fantasy,Something is buried underneath Liscor. And it's hungry. Of course if there were only one thing under Liscor there would be far less to fear. However the dungeon continues to be a threat. At the same time Goblins continue to roam northern Izril but not all of them are as hostile to people as Tremborag or the Goblin Lord. Will the Unseen Emperor of Riverfarm make that distinction however? A reckoning is coming as old faces and new reemerge. And all the while The Wandering Inn is still serving food and respite and even plays to adventurers and Antinium alike. But something is coming from the dungeons. And it—they—are hungry.
All Systems Red (Graphic Audio),AllSystemsRed GraphicAudio,MarthaWells,GraphicAudio,MurderbotDiaries,Drama ScienceFiction Dystopian,"A murderous android discovers itself in All Systems Red a tense science fiction adventure by Martha Wells that interrogates the roots of consciousness through Artificial Intelligence. ""As a heartless killing machine I was a complete failure."" In a corporate-dominated spacefaring future planetary missions must be approved and supplied by the Company. Exploratory teams are accompanied by Company-supplied security androids for their own safety. But in a society where contracts are awarded to the lowest bidder safety isn’t a primary concern. On a distant planet a team of scientists are conducting surface tests shadowed by their Company-supplied ‘droid—a self-aware SecUnit that has hacked its own governor module and refers to itself (though never out loud) as “Murderbot.” Scornful of humans all it really wants is to be left alone long enough to figure out who it is. But when a neighboring mission goes dark it's up to the scientists and their Murderbot to get to the truth. Performed by David Cui Cui Khaya Fraites Zeke Alton Alejandro Ruiz Aure Nash Bradley Foster Smith Holly Adams Megan Dorminy Natalie Van Sistine Michael John Casey Rayner Gabriel Shanta Parasuraman Tanja Milojevic and Wyn Delano."
Artificial Condition (Graphic Audio),ArtificialCondition GraphicAudio,MarthaWells,GraphicAudio,MurderbotDiaries,Drama Dystopian ScienceFiction,Artificial Condition is the follow-up to Martha Wells's Hugo Nebula Alex and Locus Award-winning New York Times bestselling All Systems Red. It has a dark past—one in which a number of humans were killed. A past that caused it to christen itself “Murderbot”. But it has only vague memories of the massacre that spawned that title and it wants to know more. Teaming up with a Research Transport vessel named ART (you don’t want to know what the “A” stands for) Murderbot heads to the mining facility where it went rogue. What it discovers will forever change the way it thinks… Performed by David Cui Cui Elena Anderson Alejandro Ruiz Bradley Foster Smith Carolyn Kashner Eric Messner Jeri Marshall Ken Jackson Marni Penning Michael John Casey Rayner Gabriel Scott McCormick Shanta Parasuraman and Yasmin Tuazon.
Rogue Protocol (Graphic Audio),RogueProtocol GraphicAudio,MarthaWells,GraphicAudio,MurderbotDiaries,Drama Dystopian ScienceFiction,Rogue Protocol is the third entry in Martha Wells's Hugo Nebula Alex and Locus Award-winning New York Times and USA Today bestselling series The Murderbot Diaries. Starring a human-like android who keeps getting sucked back into adventure after adventure though it just wants to be left alone away from humanity and small talk. Who knew being a heartless killing machine would present so many moral dilemmas? Sci-fi’s favorite antisocial A.I. is back on a mission. The case against the too-big-to-fail GrayCris Corporation is floundering and more importantly authorities are beginning to ask more questions about where Dr. Mensah's SecUnit is. And Murderbot would rather those questions went away. For good. Performed by David Cui Cui Julienne Irons Natalie Van Sistine Alejandro Ruiz Alysia Beltran Bradley Foster Smith Elena Anderson Eric Messner Jenna Sharpe Khaya Fraites Marni Penning Michael John Casey Scott McCormick and Yasmin Tuazon.
Exit Strategy (Graphic Audio),ExitStrategy GraphicAudio,MarthaWells,GraphicAudio,MurderbotDiaries,Drama Dystopian ScienceFiction,Murderbot wasn’t programmed to care. So its decision to help the only human who ever showed it respect must be a system glitch right? Having traveled the width of the galaxy to unearth details of its own murderous transgressions as well as those of the GrayCris Corporation Murderbot is heading home to help Dr. Mensah—its former owner (protector? friend?)—submit evidence that could prevent GrayCris from destroying more colonists in its never-ending quest for profit. But who’s going to believe a SecUnit gone rogue? And what will become of it when it’s caught?
Network Effect (Graphic Audio),NetworkEffect GraphicAudio,MarthaWells,GraphicAudio,MurderbotDiaries,ScienceFiction Dystopian Drama,The first full-length dramatized audiobook in Martha Wells' New York Times and USA Today bestselling Murderbot Diaries series. You know that feeling when you’re at work and you’ve had enough of people and then the boss walks in with yet another job that needs to be done right this second or the world will end but all you want to do is go home and binge your favorite shows? And you're a sentient murder machine programmed for destruction? Congratulations you're Murderbot. Come for the pew-pew space battles stay for the most relatable A.I. you’ll hear this century. I’m usually alone in my head and that’s where 90 plus percent of my problems are. When Murderbot's human associates (not friends never friends) are captured and another not-friend from its past requires urgent assistance Murderbot must choose between inertia and drastic action. Drastic action it is then. Performed by David Cui Cui Crystal Lee Elena Anderson Natalie Van Sistine Alejandro Ruiz Amanda Forstrom Christopher Williams Colleen Delany Debi Tinsley Emily Beresford Eva Wilhelm Gabriel Michael Gail Shalan Holly Adams Ken Jackson Khaya Fraites Laura C. Harris Lise Bruneau Lydia Kraniotis Marni Penning Nick Russo Samantha Cooper Sarah Ruth Thomas Scott McCormick Shanta Parasuraman Thomas Penny Triya Leong Tyler Hyrchuk Yasmin Tuazon and Zeke Alton.
This Inevitable Ruin,ThisInevitableRuin,MattDinniman,JeffHays TravisBaldree,DungeonCrawlerCarl,Action&Adventure Aliens Humerous LitRPG ScienceFiction&Fantasy,The time has come! Book seven in the best-selling Dungeon Crawler Carl series is here! They call it Faction Wars. The ninth floor. Nine armies each led by rich and powerful aliens from across the galaxy. Each team has one objective: to capture and hold the castle at the very center of the battlefield. Strategy alliances pitched battles and of course betrayal ... It all makes for great fun and even greater television. After all none of these powerful aliens really die when they’re playing war. Except this time. This time winner takes all. Those who fall stay in the ground. As the AI continues its rapid decline Carl and company take advantage of the chaos. For the first time ever the crawlers are fighting back. They are now one of the nine teams. And this season there’s a tenth army on the playing field. The NPCs who are normally used as nothing but cannon fodder have become fully self-aware and formed a team of their own. For Donut and Katia the stakes are even higher. Only one of them will be allowed to leave this level. If they all want to survive they’re going to need a little help from a veteran or two. This is it. This is what they’ve been fighting toward. This is war. This inevitable ruin.
The Blade Itself,TheBladeItself,JoeAbercrombie,StevenPacey,TheFirstLawTrilogy,Action&Adventure Epic Fantasy,<p>The first novel in the First Law Trilogy and the debut novel from <i>New York Times</i> best seller Joe Abercrombie. </p> <p>Logen Ninefingers infamous barbarian has finally run out of luck. Caught in one feud too many he's on the verge of becoming a dead barbarian - leaving nothing behind him but bad songs dead friends and a lot of happy enemies. </p> <p>Nobleman dashing officer and paragon of selfishness Captain Jezal dan Luthar has nothing more dangerous in mind than fleecing his friends at cards and dreaming of glory in the fencing circle. But war is brewing and on the battlefields of the frozen North they fight by altogether bloodier rules. </p> <p>Inquisitor Glokta cripple turned torturer would like nothing better than to see Jezal come home in a box. But then Glokta hates everyone: Cutting treason out of the Union one confession at a time leaves little room for friendship. His latest trail of corpses may lead him right to the rotten heart of government if he can stay alive long enough to follow it. </p> <p>Enter the wizard Bayaz. A bald old man with a terrible temper and a pathetic assistant he could be the First of the Magi he could be a spectacular fraud but whatever he is he's about to make the lives of Logen Jezal and Glokta a whole lot more difficult. </p> <p>Murderous conspiracies rise to the surface old scores are ready to be settled and the line between hero and villain is sharp enough to draw blood. </p> <p>Unpredictable compelling wickedly funny and packed with unforgettable characters <i>The Blade Itself </i>is noir fantasy with a real cutting edge. </p>
Before They Are Hanged,BeforeTheyAreHanged,JoeAbercrombie,StevenPacey,TheFirstLawTrilogy,Action&Adventure Epic Fantasy,<p>The second novel in the wildly popular First Law Trilogy from <i>New York Times</i> best seller Joe Abercrombie.</p> <p>Superior Glokta has a problem. How do you defend a city surrounded by enemies and riddled with traitors when your allies can by no means be trusted and your predecessor vanished without a trace? It's enough to make a torturer want to run - if he could even walk without a stick.</p> <p>Northmen have spilled over the border of Angland and are spreading fire and death across the frozen country. Crown Prince Ladisla is poised to drive them back and win undying glory. There is only one problem - he commands the worst-armed worst-trained worst-led army in the world.</p> <p>And Bayaz the First of the Magi is leading a party of bold adventurers on a perilous mission through the ruins of the past. The most hated woman in the South the most feared man in the North and the most selfish boy in the Union make a strange alliance but a deadly one. They might even stand a chance of saving mankind from the Eaters - if they didn't hate each other quite so much.</p> <p>Ancient secrets will be uncovered. Bloody battles will be won and lost. Bitter enemies will be forgiven - but not before they are hanged.</p> <p>First Law Trilogy:</p> <p></p> <ul> <li><i>The Blade Itself</i></li> <li><i>Before They Are Hanged</i></li> <li><i>Last Argument of Kings</i></li> </ul> <p>For more from Joe Abercrombie check out novels in the First Law World:</p> <p></p> <ul> <li><i>Best Served Cold</i></li> <li><i>The Heroes</i></li> <li><i>Red Country</i></li> </ul>
Last Argument of Kings,LastArgumentofKings,JoeAbercrombie,StevenPacey,TheFirstLawTrilogy,Action&Adventure Epic Fantasy,<p><b>The final novel in the First Law Trilogy by <i>New York Times</i> best seller Joe Abercrombie. </b></p> <p>Logen Ninefingers might have only one more fight in him - but it's going to be a big one. Battle rages across the North the king of the Northmen still stands firm and there's only one man who can stop him. His oldest friend and his oldest enemy: It's time for the Bloody-Nine to come home. </p> <p>With too many masters and too little time Superior Glokta is fighting a different kind of war. A secret struggle in which no one is safe and no one can be trusted. As his days with a sword are far behind him it's fortunate that he's deadly with his remaining weapons: blackmail threats and torture. </p> <p>Jezal dan Luthar has decided that winning glory is too painful an undertaking and turned his back on soldiering for a simple life with the woman he loves. But love can be painful too - and glory has a nasty habit of creeping up on a man when he least expects it. </p> <p>The king of the Union lies on his deathbed the peasants revolt and the nobles scramble to steal his crown. No one believes that the shadow of war is about to fall across the heart of the Union. Only the First of the Magi can save the world but there are risks. There is no risk more terrible than to break the First Law.... </p>
Clean Sweep (Graphic Audio),CleanSweep GraphicAudio,IlonaAndrews,GraphicAudio,InnkeeperChronicles,Romance Paranormal Urban,"<p>On the outside Dina Demille is the epitome of normal. She runs a quaint Victorian Bed and Breakfast in a small Texas town owns a Shih Tzu named Beast and is a perfect neighbor whose biggest problem should be what to serve her guests for breakfast. </p> <p>But Dina is...different: Her broom is a deadly weapon; her Inn is magic and thinks for itself. Meant to be a lodging for otherworldly visitors the only permanent guest is a retired Galactic aristocrat who can’t leave the grounds because she’s responsible for the deaths of millions and someone might shoot her on sight. Under the circumstances """"normal"""" is a bit of a stretch for Dina. And now something with wicked claws and deepwater teeth has begun to hunt at night.... </p> <p>Feeling responsible for her neighbors Dina decides to get involved. Before long she has to juggle dealing with the annoyingly attractive ex-military new neighbor Sean Evans - an alpha-strain werewolf - and the equally arresting cosmic vampire soldier Arland while trying to keep her inn and its guests safe. But the enemy she’s facing is unlike anything she’s ever encountered before. It’s smart vicious and lethal and putting herself between this creature and her neighbors might just cost her everything.  </p> <p>Performed by: Nora Achrati Ryan H. Reid Alex Hill-Knight Karen Novack James Lewis Elias Khalil Christopher Walker Alejandro Ruiz Peter Holdway Holly Adams Ken Jackson John Kielty Darius Johnson Nicole Perez Joe Mallon Keval Shah KenYatta Rogers Duyen Washington Kelly Baskin Steve Wannall Christopher Graybill Nickolette Kong K’Lai Rivera Laura C. Harris Martin Dickinson Jessica Lauren Ball and Bradley Foster Smith.""</p>"
Sweep in Peace (Graphic Audio),SweepinPeace GraphicAudio,IlonaAndrews,GraphicAudio,InnkeeperChronicles,Fantasy Paranormal Urban Romance,<p>Dina Demille doesn’t run your typical bed and breakfast. Her inn defies laws of physics her fluffy dog is secretly a monster and the only paying guest is a former Galactic tyrant with a price on her head. But the inn needs guests to thrive and guests have been scarce so when an Arbitrator shows up at Dina's door and asks her to host a peace summit between three warring species she jumps on the chance.  </p> <p>Unfortunately for Dina keeping the peace between Space Vampires the Hope-Crushing Horde and the devious Merchants of Baha-char is much easier said than done. On top of keeping her guests from murdering each other she must find a chef remodel the inn...and risk everything even her life to save the man she might fall in love with. But then it's all in the day's work for an Innkeeper…  </p> <p>Performed by Nora Achrati Jonathan Lee Taylor Jon Vertullo Christopher Walker Scott McCormick Karen Novack Alex Hill-Knight Jenna Sharpe Stewart Crank Lily Beacon Kay Eluvian James Lewis Gabriel Michael Shanta Parasuraman John Kielty Ken Jackson Alejandro Ruiz Ryan H. Reid Lucy Symons Torian Brackett Shravan Amin Wyn Delano Elias Khalil Steven Carpenter Terence Aselford Katie Leigh Rose Elizabeth Supan Mort Shelby Carolyn Kashner and Bradley Foster Smith.</p>
One Fell Sweep (Graphic Audio),OneFellSweep GraphicAudio,IlonaAndrews,GraphicAudio,InnkeeperChronicles,Romance Urban Paranormal,<p>Dina Demille may run the nicest bed and breakfast in Red Deer Texas but she caters to a very particular kind of guest… the kind that no one on Earth is supposed to know about. Guests like a former intergalactic tyrant with an impressive bounty on her head the Lord Marshal of a powerful vampire clan and a displaced-and-superhot werewolf; so don’t stand too close or you may be collateral damage. </p> <p>But what passes for Dina’s normal life is about to be thrown into chaos. First she must rescue her long-distant older sister Maud who’s been exiled with her family to a planet that functions as the most lawless penal colony since Botany Bay. Then she agrees to help a guest whose last chance at saving his civilization could bring death and disaster to all Dina holds dear. Now Gertrude Hunt is under siege by a clan of assassins. To keep her guests safe and to find her missing parents Dina will risk everything even if she has to pay the ultimate price. Though Sean may have something to say about <i>that</i>!</p> <p>Performed by: Nora Achrati Megan Dominy Ryan H. Reid Alex Hill-Knight Nick DePinto Samantha Turret David Cui Cui Karen Novack Robb Moreira Peter Holdway Ryan Carlo Dalusung Elias Khalil Eric Messner Scott McCormick Shravan Amin Lise Bruneau Chris Genebach Jean Rosolino Michael Glenn Renee Dorian Julienne Irons Ken Jackson James Lewis Andy Brownstein and Mike Carnes.</p>
